voyage_id,vessel_type,dwt,n_ports,nz_dest_port,cluster_k,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
8970,Container,63352.0,6,AUCKLAND,1,0.0003561433,"[1.0, 0.998457, 0.999965, 0.999902, 0.999998]","[0.41584113, 0.48763082, 0.56278492, 0.63413784, 0.69974971]","[0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[4.81023e-05, 5.64814e-05, 7.52464e-05, 8.47811e-05, 9.15822e-05]"
8971,Bulker,32959.0,5,LYTTELTON,4,0.000231837,"[1.0, 1.0, 1.0, 0.999995]","[0.26241556, 0.44866527, 0.66824654, 0.91886008]","[0.00010536, 0.00010536, 8.967e-05, 0.00010558]","[2.76493e-05, 4.72735e-05, 5.99184e-05, 9.70148e-05]"
8972,Container,24480.0,7,AUCKLAND,0,0.0002925839,"[1.0, 1.0, 0.999965, 0.999902, 0.999998, 0.999913]","[0.26702303, 0.29233403, 0.36086958, 0.39442873, 0.44892276, 0.50103742]","[0.00011623, 0.00011924, 0.00013371, 0.00013371, 0.00013088, 0.00013371]","[3.10356e-05, 3.48594e-05, 4.82496e-05, 5.27332e-05, 5.87543e-05, 6.6987e-05]"
8973,General Cargo,5642.0,7,AUCKLAND,2,0.0001767826,"[0.999659, 0.999862, 1.0, 1.0, 1.0, 1.0]","[0.13258719, 0.16891778, 0.21719073, 0.27486535, 0.34931433, 0.43278696]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567]","[1.53758e-05, 1.9593e-05, 2.26687e-05, 2.86883e-05, 4.04068e-05, 5.00625e-05]"
8974,Container,30813.0,6,AUCKLAND,0,0.0002559295,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.33063092, 0.36858894, 0.41338662, 0.4567578, 0.48230045]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[4.36274e-05, 4.86361e-05, 5.45472e-05, 5.30881e-05, 5.60568e-05]"
8975,General Cargo,20202.0,7,AUCKLAND,2,0.0004014279,"[0.999659, 0.999862, 1.0, 1.0, 0.999993, 0.99997]","[0.31305673, 0.42067874, 0.54333828, 0.66500366, 0.77690693, 0.86334027]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601]","[3.63044e-05, 4.8795e-05, 5.67094e-05, 6.94079e-05, 9.01261e-05, 0.0001001506]"
8976,Bulker,34439.0,7,WELLINGTON,4,0.0003007101,"[1.0, 1.0, 1.0, 0.999994, 0.999944, 0.999997]","[0.04994164, 0.12582557, 0.28546041, 0.56861421, 0.75498695, 0.8685688]","[8.382e-05, 8.382e-05, 8.498e-05, 0.00010558, 0.00010558, 0.00014047]","[4.1859e-06, 1.05462e-05, 2.42572e-05, 6.00352e-05, 7.97087e-05, 0.0001220093]"
8977,Container,51653.0,7,AUCKLAND,1,0.0002708383,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27998098, 0.3111138, 0.34526872, 0.39012002, 0.43898069, 0.55278495]","[0.00012152, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.40221e-05, 3.57219e-05, 3.96436e-05, 4.06469e-05, 5.33431e-05, 6.74908e-05]"
8978,Container,51653.0,5,AUCKLAND,1,0.0002582147,"[0.643148, 1.0, 0.998457, 0.999965]","[0.40096927, 0.52222922, 0.61579246, 0.67788295]","[0.00013909, 0.00011567, 0.00011601, 0.00013371]","[3.58686e-05, 6.04087e-05, 7.13261e-05, 9.06354e-05]"
8979,Container,23512.0,7,TAURANGA,0,0.0002804786,"[1.0, 1.0, 1.0, 1.0, 0.999989, 0.999965]","[0.25434719, 0.2864891, 0.34417892, 0.36409636, 0.45571953, 0.49282333]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371, 0.00013371]","[3.35616e-05, 3.78028e-05, 4.00032e-05, 4.23182e-05, 6.09328e-05, 6.58922e-05]"
8980,Container,21475.0,6,TAURANGA,1,0.0002007645,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.19404104, 0.28921358, 0.31557214, 0.35498287, 0.39791482]","[0.00013195, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[2.56041e-05, 3.53108e-05, 3.85289e-05, 4.7779e-05, 5.35575e-05]"
8981,General Cargo,11121.0,6,WELLINGTON,4,0.0001985428,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.20233786, 0.2646692, 0.37573176, 0.51401658, 0.64676855]","[0.00012132, 0.00012132, 7.917e-05, 0.00010536, 8.967e-05]","[2.45486e-05, 3.21109e-05, 2.97469e-05, 5.41592e-05, 5.79925e-05]"
8982,Container,41028.0,7,TAURANGA,1,0.00029786,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.29601026, 0.3289608, 0.3449682, 0.43212976, 0.50311737, 0.55132047]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.59699e-05, 3.77711e-05, 4.2118e-05, 4.99865e-05, 5.83357e-05, 7.37153e-05]"
8983,Container,41028.0,7,TAURANGA,1,0.0002942705,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32691562, 0.35354262, 0.40126802, 0.43621671, 0.48448432, 0.50952382]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.75363e-05, 4.05936e-05, 4.18085e-05, 5.30072e-05, 5.91518e-05, 6.2209e-05]"
8984,Container,30813.0,7,AUCKLAND,4,0.0002555229,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.24337405, 0.26019317, 0.30016977, 0.34973952, 0.37763175, 0.48580632]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[3.21137e-05, 3.4333e-05, 3.9608e-05, 4.06495e-05, 4.38914e-05, 6.49541e-05]"
8985,RoRo,15068.0,7,AUCKLAND,0,0.0004066871,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.28761171, 0.35770249, 0.44441337, 0.52976789, 0.70974621, 0.836836]","[0.00013195, 0.00013195, 0.00011623, 0.00011924, 0.00013371, 0.00013371]","[3.7951e-05, 4.71996e-05, 5.16533e-05, 6.31721e-05, 9.48956e-05, 0.0001118822]"
8986,RoRo,30137.0,7,AUCKLAND,1,0.0003888323,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32952541, 0.45862297, 0.5442887, 0.62907578, 0.69805378, 0.74521868]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482, 0.00012209]","[3.16042e-05, 4.77843e-05, 6.61397e-05, 7.22302e-05, 8.01502e-05, 9.09855e-05]"
8987,Container,50278.0,5,AUCKLAND,0,0.0002105039,"[0.999862, 0.999903, 1.0, 1.0]","[0.4114389, 0.43915009, 0.5174232, 0.55429441]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.77233e-05, 5.09396e-05, 5.40046e-05, 5.7853e-05]"
8988,RoRo,15261.0,6,NAPIER,0,0.0003208355,"[1.0, 1.0, 0.999996, 0.999983, 0.999999]","[0.33356599, 0.43003659, 0.59236418, 0.68957266, 0.82752346]","[8.967e-05, 9.156e-05, 0.00010558, 0.00010558, 0.00014047]","[2.99092e-05, 3.9373e-05, 6.25429e-05, 7.28053e-05, 0.0001162439]"
8989,Container,69193.0,6,AUCKLAND,0,0.0003434204,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.44187211, 0.49284937, 0.55682984, 0.62056896, 0.64121058]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.8306e-05, 6.50325e-05, 7.34749e-05, 7.21275e-05, 7.45267e-05]"
8990,Container,38420.0,6,AUCKLAND,0,0.0002667738,"[1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.34900403, 0.36703157, 0.39340929, 0.47897755, 0.54321629]","[0.00011623, 0.00011623, 0.00011924, 0.00013371, 0.00013371]","[4.05641e-05, 4.26594e-05, 4.69121e-05, 6.4041e-05, 7.26254e-05]"
8991,General Cargo,38575.0,7,GISBORNE,4,0.0004579684,"[1.0, 1.0, 0.999998, 0.999991, 1.0, 0.999991]","[0.29453119, 0.40174101, 0.57410004, 0.67947846, 0.76420593, 0.8447536]","[0.00011063, 0.00011174, 0.00013371, 0.00013371, 0.00013088, 0.00013371]","[3.2584e-05, 4.48887e-05, 7.67617e-05, 9.0851e-05, 0.0001000183, 0.0001129496]"
8992,Container,42054.0,7,NELSON,1,0.0002536133,"[1.0, 1.0, 1.0, 0.999936, 0.999986, 0.999847]","[0.30464714, 0.32139251, 0.40480449, 0.46952093, 0.52535021, 0.5969363]","[8.676e-05, 9.888e-05, 8.787e-05, 8.814e-05, 0.00010558, 0.00010558]","[2.64302e-05, 3.17789e-05, 3.55682e-05, 4.13793e-05, 5.54669e-05, 6.30162e-05]"
8993,Container,30337.0,7,AUCKLAND,1,0.0002698286,"[1.0, 1.0, 0.998457, 0.999965, 0.999902, 0.999998]","[0.20831743, 0.26570111, 0.33274805, 0.3829771, 0.43670663, 0.50089882]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.5434e-05, 3.07349e-05, 3.85416e-05, 5.12054e-05, 5.83856e-05, 6.55569e-05]"
8994,RoRo,23959.0,7,AUCKLAND,1,0.0003529762,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18129913, 0.23623069, 0.36324842, 0.50203517, 0.64092197, 0.75588697]","[9.591e-05, 0.00013982, 0.00014211, 0.00011063, 0.00013992, 0.00013992]","[1.73881e-05, 3.3029e-05, 5.16202e-05, 5.55401e-05, 8.96807e-05, 0.0001057672]"
8995,Bulker,31887.0,7,NEW PLYMOUTH,4,0.0002213127,"[1.0, 1.0, 1.0, 1.0, 0.999975, 0.999861]","[0.04674893, 0.11515488, 0.25546948, 0.43987308, 0.64518602, 0.76586848]","[8.382e-05, 8.382e-05, 8.382e-05, 8.498e-05, 0.00010558, 0.00010558]","[3.9183e-06, 9.6519e-06, 2.14125e-05, 3.73786e-05, 6.81185e-05, 8.08508e-05]"
8996,Tanker,4752.0,6,NEW PLYMOUTH,3,0.0001805767,"[1.0, 0.999975, 0.999861, 0.999995, 0.99987]","[0.0460195, 0.10536552, 0.22819249, 0.45545016, 0.73803711]","[7.567e-05, 0.00010558, 0.00010558, 0.00014047, 0.00010558]","[3.4822e-06, 1.11245e-05, 2.40897e-05, 6.39777e-05, 7.79135e-05]"
8997,RoRo,18701.0,5,AUCKLAND,0,0.0003259353,"[1.0, 1.0, 1.0, 0.999965]","[0.45574758, 0.53571206, 0.6971915, 0.87202632]","[0.00013195, 0.00013195, 0.00011267, 0.00013371]","[6.01369e-05, 7.06883e-05, 7.85559e-05, 0.0001165931]"
8998,Container,53870.0,7,AUCKLAND,0,0.0003688039,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.40646102, 0.43418104, 0.45458696, 0.48738628, 0.54695453, 0.67009253]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924, 0.00013371]","[4.01218e-05, 5.72911e-05, 5.99837e-05, 5.6648e-05, 6.52216e-05, 8.95938e-05]"
8999,Container,22708.0,7,TAURANGA,3,0.0002518829,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.31188607, 0.33305272, 0.36118066, 0.40132166, 0.44156023, 0.48142282]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[3.20958e-05, 3.4274e-05, 3.71686e-05, 4.12994e-05, 5.1224e-05, 5.58473e-05]"
9000,Container,76521.0,6,TAURANGA,0,0.0003741713,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.53579903, 0.56078249, 0.59819885, 0.636908, 0.65879873]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[7.06998e-05, 7.39964e-05, 7.89336e-05, 7.40266e-05, 7.65709e-05]"
9001,Container,53870.0,7,AUCKLAND,0,0.0003297504,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.30681772, 0.3343461, 0.37149388, 0.41746938, 0.49453346, 0.62532461]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00013371]","[4.04852e-05, 4.41177e-05, 4.90194e-05, 5.5086e-05, 5.74787e-05, 8.36082e-05]"
9002,Container,80398.0,7,TAURANGA,0,0.0004137278,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999989]","[0.45978943, 0.4887635, 0.52402205, 0.54952098, 0.58885247, 0.72400775]","[0.00013195, 0.00013195, 0.00013195, 9.871e-05, 0.00011623, 0.00013371]","[6.06702e-05, 6.44934e-05, 6.91458e-05, 5.42433e-05, 6.84412e-05, 9.68048e-05]"
9003,Container,26868.0,7,TAURANGA,1,0.0002928131,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.23989071, 0.30615306, 0.36620969, 0.41375344, 0.46959813, 0.51631973]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.92888e-05, 3.54142e-05, 4.24614e-05, 5.53217e-05, 6.27869e-05, 6.75752e-05]"
9004,Bulker,64723.0,5,TAURANGA,4,0.0003393366,"[1.0, 1.0, 1.0, 1.0]","[0.35425862, 0.59542742, 0.6672188, 0.72690242]","[0.0001448, 0.0001448, 0.0001448, 0.0001448]","[5.1296e-05, 8.62168e-05, 9.6612e-05, 0.0001052541]"
9005,Container,43177.0,5,AUCKLAND,1,0.0002476606,"[1.0, 1.0, 1.0, 0.998457]","[0.43517377, 0.45555181, 0.57025499, 0.65729659]","[0.00011482, 0.00012209, 0.00011567, 0.00011601]","[4.99664e-05, 5.56194e-05, 6.59641e-05, 7.61335e-05]"
9006,Container,8252.0,7,AUCKLAND,2,0.0001522353,"[0.999862, 1.0, 1.0, 0.999993, 0.99997, 0.999659]","[0.16362347, 0.18857941, 0.20961909, 0.23511075, 0.26278008, 0.2927315]","[0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601, 0.00011601]","[1.89789e-05, 1.96825e-05, 2.18784e-05, 2.72743e-05, 3.04835e-05, 3.39474e-05]"
9007,General Cargo,20131.0,5,AUCKLAND,1,0.000209141,"[1.0, 1.0, 1.0, 1.0]","[0.2483017, 0.43787237, 0.58146307, 0.6787753]","[9.704e-05, 9.591e-05, 0.00010419, 0.00012152]","[2.40958e-05, 4.19956e-05, 6.05831e-05, 8.24819e-05]"
9008,Container,68038.0,7,AUCKLAND,4,0.0003856007,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44540186, 0.47771177, 0.50437279, 0.52465738, 0.57427403, 0.64745929]","[0.00013195, 9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.87717e-05, 4.7155e-05, 6.65531e-05, 6.92296e-05, 6.67468e-05, 7.72063e-05]"
9009,RoRo,12988.0,7,AUCKLAND,0,0.0003514336,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.23479491, 0.29586836, 0.36497753, 0.44578219, 0.55634759, 0.75591526]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013371]","[3.09817e-05, 3.90405e-05, 4.81596e-05, 5.88219e-05, 7.34112e-05, 0.0001010686]"
9010,Container,53327.0,5,AUCKLAND,0,0.0002629439,"[1.0, 1.0, 1.0, 1.0]","[0.4538365, 0.51827857, 0.56638953, 0.59251486]","[0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.98847e-05, 6.8388e-05, 6.58304e-05, 6.88669e-05]"
9011,Container,34965.0,7,TAURANGA,1,0.000258779,"[0.854803, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28453348, 0.30731312, 0.341176, 0.38737565, 0.42557681, 0.4786782]","[0.00013909, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.38292e-05, 3.52855e-05, 3.91737e-05, 4.0361e-05, 5.17143e-05, 5.84429e-05]"
9012,Container,65937.0,6,AUCKLAND,0,0.0003307937,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.41208517, 0.45853082, 0.5077366, 0.5722391, 0.63196951]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[5.43755e-05, 6.05041e-05, 6.69969e-05, 7.55082e-05, 7.34526e-05]"
9013,Reefer,12313.0,6,AUCKLAND,0,0.0003142631,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.31233331, 0.41144252, 0.50638932, 0.59993631, 0.71791049]","[0.0001061, 0.00013195, 0.00013195, 0.00013195, 0.00011267]","[3.31387e-05, 5.42907e-05, 6.68191e-05, 7.91629e-05, 8.08904e-05]"
9014,Container,30156.0,7,TAURANGA,1,0.0003178769,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.2596946, 0.34055823, 0.41537388, 0.45706405, 0.50021024, 0.54626152]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.08761e-05, 3.9394e-05, 4.81619e-05, 6.11126e-05, 6.68799e-05, 7.14939e-05]"
9015,Container,52216.0,7,AUCKLAND,0,0.000369116,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.41497324, 0.44003223, 0.48246254, 0.50533543, 0.54183785, 0.58333002]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.82315e-05, 5.80632e-05, 6.3662e-05, 6.66801e-05, 6.29768e-05, 6.95592e-05]"
9016,RoRo,21099.0,7,AUCKLAND,1,0.0003160117,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999913]","[0.18876924, 0.23599358, 0.31983349, 0.40353101, 0.66862342, 0.78868316]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00013088, 0.00013371]","[1.81045e-05, 2.26338e-05, 3.33237e-05, 4.90354e-05, 8.75084e-05, 0.0001054443]"
9017,Container,107978.0,7,TAURANGA,1,0.0004654851,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.41291845, 0.51065434, 0.58435746, 0.66158993, 0.71995525, 0.79169032]","[0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[5.04142e-05, 5.90698e-05, 6.77553e-05, 8.84591e-05, 9.62606e-05, 0.0001036153]"
9018,General Cargo,31288.0,7,AUCKLAND,0,0.0004519422,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.998457]","[0.3341808, 0.45720443, 0.59005179, 0.75699915, 0.83707699, 0.91254602]","[0.00013195, 0.00013195, 0.00013195, 0.00010291, 0.00010291, 0.00011601]","[4.40959e-05, 6.03291e-05, 7.78586e-05, 7.79017e-05, 8.61424e-05, 0.0001056985]"
9019,Bulker,37710.0,7,TIMARU,4,0.0003250125,"[1.0, 0.999993, 0.999811, 0.999973, 0.999794, 0.999861]","[0.05154059, 0.15551422, 0.36982433, 0.64055942, 0.78767124, 0.86910944]","[9.156e-05, 0.00010558, 0.00010558, 0.00014047, 0.00010558, 0.00010558]","[4.7189e-06, 1.64194e-05, 3.90395e-05, 8.99783e-05, 8.31469e-05, 9.17497e-05]"
9020,Container,53278.0,7,AUCKLAND,0,0.0003813416,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.39554255, 0.42692121, 0.47073117, 0.51645554, 0.53600387, 0.6614382]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.21927e-05, 5.63332e-05, 6.2114e-05, 6.00266e-05, 6.22987e-05, 8.84367e-05]"
9021,Container,34362.0,7,NELSON,3,0.0002736917,"[1.0, 1.0, 1.0, 0.999986, 0.999847, 0.999991]","[0.30971488, 0.33796379, 0.35742136, 0.44925277, 0.49644183, 0.56166418]","[0.00010536, 8.967e-05, 8.967e-05, 0.00010558, 0.00010558, 0.00014047]","[3.2633e-05, 3.03035e-05, 3.20482e-05, 4.74324e-05, 5.24074e-05, 7.88974e-05]"
9022,General Cargo,20202.0,7,AUCKLAND,2,0.0003425751,"[0.999862, 1.0, 1.0, 1.0, 1.0, 0.999659]","[0.25135239, 0.3383667, 0.43311467, 0.55923932, 0.63849758, 0.81400897]","[0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[2.91546e-05, 3.53161e-05, 4.52052e-05, 6.46898e-05, 7.3858e-05, 9.43987e-05]"
9023,Container,30136.0,6,TAURANGA,1,0.0002584391,"[1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.31878477, 0.33517704, 0.42254049, 0.49076765, 0.56211884]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.66027e-05, 4.09226e-05, 4.88773e-05, 5.69037e-05, 7.51591e-05]"
9024,Container,35036.0,6,TAURANGA,1,0.0002328448,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.31077521, 0.35348081, 0.40822677, 0.45485541, 0.47932116]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[3.56831e-05, 3.68295e-05, 4.9606e-05, 5.22263e-05, 5.85214e-05]"
9025,Container,35225.0,7,TAURANGA,1,0.0002679029,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.26098334, 0.29140479, 0.3075825, 0.38592605, 0.4504229, 0.51110779]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.17136e-05, 3.3459e-05, 3.75535e-05, 4.46419e-05, 5.22258e-05, 6.83386e-05]"
9026,Container,23252.0,7,AUCKLAND,0,0.0002516203,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24803564, 0.27604647, 0.30627992, 0.34970071, 0.39937403, 0.42602741]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[3.27288e-05, 3.64249e-05, 4.04143e-05, 4.61437e-05, 4.64185e-05, 4.95163e-05]"
9027,Container,62007.0,7,AUCKLAND,0,0.0003825229,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.35874081, 0.43190589, 0.48706956, 0.53624139, 0.64114934, 0.71496819]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.96875e-05, 4.77817e-05, 5.38845e-05, 5.99172e-05, 8.5724e-05, 9.55878e-05]"
9028,General Cargo,8378.0,7,AUCKLAND,2,0.0002457997,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.15228846, 0.2004388, 0.2568798, 0.33924868, 0.41264564, 0.5833323]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.00948e-05, 2.64483e-05, 3.38958e-05, 3.94302e-05, 4.7961e-05, 7.79936e-05]"
9029,RoRo,22514.0,7,AUCKLAND,0,0.0004293915,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.35471083, 0.43098953, 0.50992294, 0.58940873, 0.69195592, 0.76942271]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[4.68048e-05, 5.687e-05, 6.72854e-05, 7.77737e-05, 9.1305e-05, 8.94285e-05]"
9030,General Cargo,8378.0,7,AUCKLAND,2,0.0002259788,"[0.999862, 1.0, 1.0, 1.0, 1.0, 0.999659]","[0.16082671, 0.21097023, 0.26993871, 0.34970274, 0.430176, 0.57722142]","[0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[1.86545e-05, 2.20194e-05, 2.81741e-05, 4.04518e-05, 4.97605e-05, 6.6939e-05]"
9031,Container,53176.0,7,TAURANGA,1,0.0003733496,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.36540721, 0.38050534, 0.47385153, 0.54480604, 0.60320114, 0.64590703]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[4.19559e-05, 4.64568e-05, 5.48126e-05, 6.31694e-05, 8.06521e-05, 8.636e-05]"
9032,General Cargo,17966.0,7,AUCKLAND,1,0.0003142003,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.20561966, 0.27800174, 0.41012322, 0.52669618, 0.64388083, 0.714158]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00012209]","[1.97206e-05, 2.66627e-05, 4.27311e-05, 6.40019e-05, 7.39301e-05, 8.71932e-05]"
9033,RoRo,21053.0,7,AUCKLAND,1,0.0003606463,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.17410928, 0.26891779, 0.35851137, 0.51837409, 0.6465354, 0.81414002]","[0.00011161, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013371]","[1.94319e-05, 2.97504e-05, 3.96621e-05, 7.25333e-05, 9.04662e-05, 0.0001088535]"
9034,RoRo,18262.0,7,AUCKLAND,0,0.0003955381,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.3215948, 0.40024691, 0.48743025, 0.56570434, 0.64570159, 0.86371706]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.17446e-05, 3.95084e-05, 6.43175e-05, 7.46459e-05, 8.52017e-05, 0.0001001835]"
9035,Container,43197.0,7,TAURANGA,1,0.0003339775,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.31703534, 0.33289694, 0.41611357, 0.48013904, 0.5401027, 0.60549354]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.64018e-05, 4.06442e-05, 4.81338e-05, 5.56714e-05, 7.22154e-05, 8.09566e-05]"
9036,Container,65937.0,7,AUCKLAND,0,0.0004097856,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.44803874, 0.469629, 0.49376608, 0.53066483, 0.64210214, 0.72310787]","[0.00011623, 0.00011623, 0.00011623, 0.00011924, 0.00013371, 0.00013371]","[5.20747e-05, 5.45841e-05, 5.73895e-05, 6.32791e-05, 8.58514e-05, 9.6676e-05]"
9037,Tanker,12817.0,5,NEW PLYMOUTH,0,0.0001699935,"[1.0, 1.0, 1.0, 1.0]","[0.14268794, 0.33274023, 0.60975913, 0.90072011]","[8.382e-05, 8.382e-05, 8.382e-05, 8.776e-05]","[1.19596e-05, 2.78891e-05, 5.11078e-05, 7.90467e-05]"
9038,Bulker,37187.0,7,TAURANGA,4,0.0003525786,"[1.0, 1.0, 1.0, 0.999989, 0.999965, 0.999999]","[0.0520359, 0.12804348, 0.29267265, 0.60217157, 0.74276786, 0.89372807]","[0.00011623, 0.00011623, 0.00011924, 0.00013371, 0.00013371, 0.00013088]","[6.048e-06, 1.48822e-05, 3.48997e-05, 8.05145e-05, 9.93107e-05, 0.0001169699]"
9039,Container,51372.0,5,AUCKLAND,0,0.0002536401,"[1.0, 1.0, 1.0, 1.0]","[0.452979, 0.47336579, 0.52165955, 0.5937322]","[0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.97715e-05, 6.24616e-05, 6.06315e-05, 7.07996e-05]"
9040,Container,53093.0,7,TAURANGA,1,0.0003346511,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36929524, 0.38927191, 0.40665422, 0.44776223, 0.4956127, 0.547888]","[0.00011482, 0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346]","[4.24023e-05, 4.75271e-05, 4.96494e-05, 5.46683e-05, 6.67071e-05, 7.37432e-05]"
